cross_pair_hotspot_id	chr	start	stop	pair	pair_present	n_pairs	MHC_flag	recurrent_hotspot	multi_axis_hotspot	pan_domain_hotspot
PH3B0_CH057	1	49185415	51777577	UC__CAD	0	1	False	False	False	False
PH3B0_CH057	1	49185415	51777577	UC__T2D	0	1	False	False	False	False
PH3B0_CH057	1	49185415	51777577	CD__Anxiety	0	1	False	False	False	False
PH3B0_CH057	1	49185415	51777577	CD__MDD	0	1	False	False	False	False
PH3B0_CH057	1	49185415	51777577	CD__PTSD	0	1	False	False	False	False
PH3B0_CH057	1	49185415	51777577	PsA__Anxiety	0	1	False	False	False	False
PH3B0_CH057	1	49185415	51777577	PsA__MDD	0	1	False	False	False	False
PH3B0_CH057	1	49185415	51777577	PsA__PTSD	0	1	False	False	False	False
PH3B0_CH057	1	49185415	51777577	UC__Anxiety	0	1	False	False	False	False
PH3B0_CH057	1	49185415	51777577	UC__MDD	0	1	False	False	False	False
PH3B0_CH057	1	49185415	51777577	UC__PTSD	0	1	False	False	False	False
PH3B0_CH057	1	49185415	51777577	BMI__Anxiety	0	1	False	False	False	False
PH3B0_CH057	1	49185415	51777577	BMI__MDD	0	1	False	False	False	False
PH3B0_CH057	1	49185415	51777577	BMI__PTSD	0	1	False	False	False	False
PH3B0_CH057	1	49185415	51777577	CAD__Anxiety	0	1	False	False	False	False
PH3B0_CH057	1	49185415	51777577	CAD__MDD	0	1	False	False	False	False
PH3B0_CH057	1	49185415	51777577	CAD__PTSD	0	1	False	False	False	False
PH3B0_CH057	1	49185415	51777577	T2D__Anxiety	0	1	False	False	False	False
PH3B0_CH057	1	49185415	51777577	T2D__MDD	0	1	False	False	False	False
PH3B0_CH057	1	49185415	51777577	T2D__PTSD	0	1	False	False	False	False
PH3B0_CH006	1	68633861	69438909	CD__BMI	0	1	False	False	False	False
PH3B0_CH006	1	68633861	69438909	CD__CAD	0	1	False	False	False	False
PH3B0_CH006	1	68633861	69438909	CD__T2D	0	1	False	False	False	False
PH3B0_CH006	1	68633861	69438909	PsA__BMI	0	1	False	False	False	False
PH3B0_CH006	1	68633861	69438909	PsA__CAD	0	1	False	False	False	False
PH3B0_CH006	1	68633861	69438909	PsA__T2D	0	1	False	False	False	False
PH3B0_CH006	1	68633861	69438909	UC__BMI	0	1	False	False	False	False
PH3B0_CH006	1	68633861	69438909	UC__CAD	0	1	False	False	False	False
PH3B0_CH006	1	68633861	69438909	UC__T2D	0	1	False	False	False	False
PH3B0_CH006	1	68633861	69438909	CD__Anxiety	0	1	False	False	False	False
PH3B0_CH006	1	68633861	69438909	CD__MDD	0	1	False	False	False	False
PH3B0_CH006	1	68633861	69438909	CD__PTSD	0	1	False	False	False	False
PH3B0_CH006	1	68633861	69438909	PsA__Anxiety	0	1	False	False	False	False
PH3B0_CH006	1	68633861	69438909	PsA__MDD	0	1	False	False	False	False
PH3B0_CH006	1	68633861	69438909	PsA__PTSD	0	1	False	False	False	False
PH3B0_CH006	1	68633861	69438909	UC__Anxiety	0	1	False	False	False	False
PH3B0_CH006	1	68633861	69438909	UC__MDD	0	1	False	False	False	False
PH3B0_CH006	1	68633861	69438909	UC__PTSD	0	1	False	False	False	False
PH3B0_CH006	1	68633861	69438909	BMI__Anxiety	0	1	False	False	False	False
PH3B0_CH006	1	68633861	69438909	BMI__MDD	1	1	False	False	False	False
PH3B0_CH006	1	68633861	69438909	BMI__PTSD	0	1	False	False	False	False
PH3B0_CH006	1	68633861	69438909	CAD__Anxiety	0	1	False	False	False	False
PH3B0_CH006	1	68633861	69438909	CAD__MDD	0	1	False	False	False	False
PH3B0_CH006	1	68633861	69438909	CAD__PTSD	0	1	False	False	False	False
PH3B0_CH006	1	68633861	69438909	T2D__Anxiety	0	1	False	False	False	False
PH3B0_CH006	1	68633861	69438909	T2D__MDD	0	1	False	False	False	False
PH3B0_CH006	1	68633861	69438909	T2D__PTSD	0	1	False	False	False	False
PH3B0_CH007	1	72513120	73992170	CD__BMI	0	1	False	False	False	False
PH3B0_CH007	1	72513120	73992170	CD__CAD	0	1	False	False	False	False
PH3B0_CH007	1	72513120	73992170	CD__T2D	0	1	False	False	False	False
PH3B0_CH007	1	72513120	73992170	PsA__BMI	0	1	False	False	False	False
PH3B0_CH007	1	72513120	73992170	PsA__CAD	0	1	False	False	False	False
PH3B0_CH007	1	72513120	73992170	PsA__T2D	0	1	False	False	False	False
PH3B0_CH007	1	72513120	73992170	UC__BMI	0	1	False	False	False	False
PH3B0_CH007	1	72513120	73992170	UC__CAD	0	1	False	False	False	False
PH3B0_CH007	1	72513120	73992170	UC__T2D	0	1	False	False	False	False
PH3B0_CH007	1	72513120	73992170	CD__Anxiety	0	1	False	False	False	False
PH3B0_CH007	1	72513120	73992170	CD__MDD	0	1	False	False	False	False
PH3B0_CH007	1	72513120	73992170	CD__PTSD	0	1	False	False	False	False
PH3B0_CH007	1	72513120	73992170	PsA__Anxiety	0	1	False	False	False	False
PH3B0_CH007	1	72513120	73992170	PsA__MDD	0	1	False	False	False	False
PH3B0_CH007	1	72513120	73992170	PsA__PTSD	0	1	False	False	False	False
PH3B0_CH007	1	72513120	73992170	UC__Anxiety	0	1	False	False	False	False
PH3B0_CH007	1	72513120	73992170	UC__MDD	0	1	False	False	False	False
PH3B0_CH007	1	72513120	73992170	UC__PTSD	0	1	False	False	False	False
PH3B0_CH007	1	72513120	73992170	BMI__Anxiety	0	1	False	False	False	False
PH3B0_CH007	1	72513120	73992170	BMI__MDD	1	1	False	False	False	False
PH3B0_CH007	1	72513120	73992170	BMI__PTSD	0	1	False	False	False	False
PH3B0_CH007	1	72513120	73992170	CAD__Anxiety	0	1	False	False	False	False
PH3B0_CH007	1	72513120	73992170	CAD__MDD	0	1	False	False	False	False
PH3B0_CH007	1	72513120	73992170	CAD__PTSD	0	1	False	False	False	False
PH3B0_CH007	1	72513120	73992170	T2D__Anxiety	0	1	False	False	False	False
PH3B0_CH007	1	72513120	73992170	T2D__MDD	0	1	False	False	False	False
PH3B0_CH007	1	72513120	73992170	T2D__PTSD	0	1	False	False	False	False
PH3B0_CH052	1	92904466	94168576	CD__BMI	0	1	False	False	False	False
PH3B0_CH052	1	92904466	94168576	CD__CAD	0	1	False	False	False	False
PH3B0_CH052	1	92904466	94168576	CD__T2D	0	1	False	False	False	False
PH3B0_CH052	1	92904466	94168576	PsA__BMI	0	1	False	False	False	False
PH3B0_CH052	1	92904466	94168576	PsA__CAD	0	1	False	False	False	False
PH3B0_CH052	1	92904466	94168576	PsA__T2D	0	1	False	False	False	False
PH3B0_CH052	1	92904466	94168576	UC__BMI	0	1	False	False	False	False
PH3B0_CH052	1	92904466	94168576	UC__CAD	0	1	False	False	False	False
PH3B0_CH052	1	92904466	94168576	UC__T2D	0	1	False	False	False	False
PH3B0_CH052	1	92904466	94168576	CD__Anxiety	0	1	False	False	False	False
PH3B0_CH052	1	92904466	94168576	CD__MDD	0	1	False	False	False	False
PH3B0_CH052	1	92904466	94168576	CD__PTSD	0	1	False	False	False	False
PH3B0_CH052	1	92904466	94168576	PsA__Anxiety	0	1	False	False	False	False
PH3B0_CH052	1	92904466	94168576	PsA__MDD	0	1	False	False	False	False
PH3B0_CH052	1	92904466	94168576	PsA__PTSD	0	1	False	False	False	False
PH3B0_CH052	1	92904466	94168576	UC__Anxiety	0	1	False	False	False	False
PH3B0_CH052	1	92904466	94168576	UC__MDD	0	1	False	False	False	False
PH3B0_CH052	1	92904466	94168576	UC__PTSD	0	1	False	False	False	False
PH3B0_CH052	1	92904466	94168576	BMI__Anxiety	0	1	False	False	False	False
PH3B0_CH052	1	92904466	94168576	BMI__MDD	0	1	False	False	False	False
PH3B0_CH052	1	92904466	94168576	BMI__PTSD	0	1	False	False	False	False
PH3B0_CH052	1	92904466	94168576	CAD__Anxiety	0	1	False	False	False	False
PH3B0_CH052	1	92904466	94168576	CAD__MDD	0	1	False	False	False	False
PH3B0_CH052	1	92904466	94168576	CAD__PTSD	0	1	False	False	False	False
PH3B0_CH052	1	92904466	94168576	T2D__Anxiety	0	1	False	False	False	False
PH3B0_CH052	1	92904466	94168576	T2D__MDD	1	1	False	False	False	False
PH3B0_CH052	1	92904466	94168576	T2D__PTSD	0	1	False	False	False	False
PH3B0_CH042	1	113418038	114664387	CD__BMI	0	1	False	False	False	False
PH3B0_CH042	1	113418038	114664387	CD__CAD	1	1	False	False	False	False
PH3B0_CH042	1	113418038	114664387	CD__T2D	0	1	False	False	False	False
PH3B0_CH042	1	113418038	114664387	PsA__BMI	0	1	False	False	False	False
PH3B0_CH042	1	113418038	114664387	PsA__CAD	0	1	False	False	False	False
PH3B0_CH042	1	113418038	114664387	PsA__T2D	0	1	False	False	False	False
PH3B0_CH042	1	113418038	114664387	UC__BMI	0	1	False	False	False	False
PH3B0_CH042	1	113418038	114664387	UC__CAD	0	1	False	False	False	False
PH3B0_CH042	1	113418038	114664387	UC__T2D	0	1	False	False	False	False
PH3B0_CH042	1	113418038	114664387	CD__Anxiety	0	1	False	False	False	False
PH3B0_CH042	1	113418038	114664387	CD__MDD	0	1	False	False	False	False
PH3B0_CH042	1	113418038	114664387	CD__PTSD	0	1	False	False	False	False
PH3B0_CH042	1	113418038	114664387	PsA__Anxiety	0	1	False	False	False	False
PH3B0_CH042	1	113418038	114664387	PsA__MDD	0	1	False	False	False	False
PH3B0_CH042	1	113418038	114664387	PsA__PTSD	0	1	False	False	False	False
PH3B0_CH042	1	113418038	114664387	UC__Anxiety	0	1	False	False	False	False
PH3B0_CH042	1	113418038	114664387	UC__MDD	0	1	False	False	False	False
PH3B0_CH042	1	113418038	114664387	UC__PTSD	0	1	False	False	False	False
PH3B0_CH042	1	113418038	114664387	BMI__Anxiety	0	1	False	False	False	False
PH3B0_CH042	1	113418038	114664387	BMI__MDD	0	1	False	False	False	False
PH3B0_CH042	1	113418038	114664387	BMI__PTSD	0	1	False	False	False	False
PH3B0_CH042	1	113418038	114664387	CAD__Anxiety	0	1	False	False	False	False
PH3B0_CH042	1	113418038	114664387	CAD__MDD	0	1	False	False	False	False
PH3B0_CH042	1	113418038	114664387	CAD__PTSD	0	1	False	False	False	False
PH3B0_CH042	1	113418038	114664387	T2D__Anxiety	0	1	False	False	False	False
PH3B0_CH042	1	113418038	114664387	T2D__MDD	0	1	False	False	False	False
PH3B0_CH042	1	113418038	114664387	T2D__PTSD	0	1	False	False	False	False
PH3B0_CH046	1	120345067	145803848	CD__BMI	0	1	False	False	False	False
PH3B0_CH046	1	120345067	145803848	CD__CAD	0	1	False	False	False	False
PH3B0_CH046	1	120345067	145803848	CD__T2D	1	1	False	False	False	False
PH3B0_CH046	1	120345067	145803848	PsA__BMI	0	1	False	False	False	False
PH3B0_CH046	1	120345067	145803848	PsA__CAD	0	1	False	False	False	False
PH3B0_CH046	1	120345067	145803848	PsA__T2D	0	1	False	False	False	False
PH3B0_CH046	1	120345067	145803848	UC__BMI	0	1	False	False	False	False
PH3B0_CH046	1	120345067	145803848	UC__CAD	0	1	False	False	False	False
PH3B0_CH046	1	120345067	145803848	UC__T2D	0	1	False	False	False	False
PH3B0_CH046	1	120345067	145803848	CD__Anxiety	0	1	False	False	False	False
PH3B0_CH046	1	120345067	145803848	CD__MDD	0	1	False	False	False	False
PH3B0_CH046	1	120345067	145803848	CD__PTSD	0	1	False	False	False	False
PH3B0_CH046	1	120345067	145803848	PsA__Anxiety	0	1	False	False	False	False
PH3B0_CH046	1	120345067	145803848	PsA__MDD	0	1	False	False	False	False
PH3B0_CH046	1	120345067	145803848	PsA__PTSD	0	1	False	False	False	False
PH3B0_CH046	1	120345067	145803848	UC__Anxiety	0	1	False	False	False	False
PH3B0_CH046	1	120345067	145803848	UC__MDD	0	1	False	False	False	False
PH3B0_CH046	1	120345067	145803848	UC__PTSD	0	1	False	False	False	False
PH3B0_CH046	1	120345067	145803848	BMI__Anxiety	0	1	False	False	False	False
PH3B0_CH046	1	120345067	145803848	BMI__MDD	0	1	False	False	False	False
PH3B0_CH046	1	120345067	145803848	BMI__PTSD	0	1	False	False	False	False
PH3B0_CH046	1	120345067	145803848	CAD__Anxiety	0	1	False	False	False	False
PH3B0_CH046	1	120345067	145803848	CAD__MDD	0	1	False	False	False	False
PH3B0_CH046	1	120345067	145803848	CAD__PTSD	0	1	False	False	False	False
PH3B0_CH046	1	120345067	145803848	T2D__Anxiety	0	1	False	False	False	False
PH3B0_CH046	1	120345067	145803848	T2D__MDD	0	1	False	False	False	False
PH3B0_CH046	1	120345067	145803848	T2D__PTSD	0	1	False	False	False	False
PH3B0_CH037	1	196179111	197935821	CD__BMI	0	1	False	False	False	False
PH3B0_CH037	1	196179111	197935821	CD__CAD	0	1	False	False	False	False
PH3B0_CH037	1	196179111	197935821	CD__T2D	0	1	False	False	False	False
PH3B0_CH037	1	196179111	197935821	PsA__BMI	0	1	False	False	False	False
PH3B0_CH037	1	196179111	197935821	PsA__CAD	0	1	False	False	False	False
PH3B0_CH037	1	196179111	197935821	PsA__T2D	0	1	False	False	False	False
PH3B0_CH037	1	196179111	197935821	UC__BMI	0	1	False	False	False	False
PH3B0_CH037	1	196179111	197935821	UC__CAD	0	1	False	False	False	False
PH3B0_CH037	1	196179111	197935821	UC__T2D	0	1	False	False	False	False
PH3B0_CH037	1	196179111	197935821	CD__Anxiety	1	1	False	False	False	False
PH3B0_CH037	1	196179111	197935821	CD__MDD	0	1	False	False	False	False
PH3B0_CH037	1	196179111	197935821	CD__PTSD	0	1	False	False	False	False
PH3B0_CH037	1	196179111	197935821	PsA__Anxiety	0	1	False	False	False	False
PH3B0_CH037	1	196179111	197935821	PsA__MDD	0	1	False	False	False	False
PH3B0_CH037	1	196179111	197935821	PsA__PTSD	0	1	False	False	False	False
PH3B0_CH037	1	196179111	197935821	UC__Anxiety	0	1	False	False	False	False
PH3B0_CH037	1	196179111	197935821	UC__MDD	0	1	False	False	False	False
PH3B0_CH037	1	196179111	197935821	UC__PTSD	0	1	False	False	False	False
PH3B0_CH037	1	196179111	197935821	BMI__Anxiety	0	1	False	False	False	False
PH3B0_CH037	1	196179111	197935821	BMI__MDD	0	1	False	False	False	False
PH3B0_CH037	1	196179111	197935821	BMI__PTSD	0	1	False	False	False	False
PH3B0_CH037	1	196179111	197935821	CAD__Anxiety	0	1	False	False	False	False
PH3B0_CH037	1	196179111	197935821	CAD__MDD	0	1	False	False	False	False
PH3B0_CH037	1	196179111	197935821	CAD__PTSD	0	1	False	False	False	False
PH3B0_CH037	1	196179111	197935821	T2D__Anxiety	0	1	False	False	False	False
PH3B0_CH037	1	196179111	197935821	T2D__MDD	0	1	False	False	False	False
PH3B0_CH037	1	196179111	197935821	T2D__PTSD	0	1	False	False	False	False
PH3B0_CH008	1	201067953	202583884	CD__BMI	0	1	False	False	False	False
PH3B0_CH008	1	201067953	202583884	CD__CAD	0	1	False	False	False	False
PH3B0_CH008	1	201067953	202583884	CD__T2D	0	1	False	False	False	False
PH3B0_CH008	1	201067953	202583884	PsA__BMI	0	1	False	False	False	False
PH3B0_CH008	1	201067953	202583884	PsA__CAD	0	1	False	False	False	False
PH3B0_CH008	1	201067953	202583884	PsA__T2D	0	1	False	False	False	False
PH3B0_CH008	1	201067953	202583884	UC__BMI	0	1	False	False	False	False
PH3B0_CH008	1	201067953	202583884	UC__CAD	0	1	False	False	False	False
PH3B0_CH008	1	201067953	202583884	UC__T2D	0	1	False	False	False	False
PH3B0_CH008	1	201067953	202583884	CD__Anxiety	0	1	False	False	False	False
PH3B0_CH008	1	201067953	202583884	CD__MDD	0	1	False	False	False	False
PH3B0_CH008	1	201067953	202583884	CD__PTSD	0	1	False	False	False	False
PH3B0_CH008	1	201067953	202583884	PsA__Anxiety	0	1	False	False	False	False
PH3B0_CH008	1	201067953	202583884	PsA__MDD	0	1	False	False	False	False
PH3B0_CH008	1	201067953	202583884	PsA__PTSD	0	1	False	False	False	False
PH3B0_CH008	1	201067953	202583884	UC__Anxiety	0	1	False	False	False	False
PH3B0_CH008	1	201067953	202583884	UC__MDD	0	1	False	False	False	False
PH3B0_CH008	1	201067953	202583884	UC__PTSD	0	1	False	False	False	False
PH3B0_CH008	1	201067953	202583884	BMI__Anxiety	0	1	False	False	False	False
PH3B0_CH008	1	201067953	202583884	BMI__MDD	1	1	False	False	False	False
PH3B0_CH008	1	201067953	202583884	BMI__PTSD	0	1	False	False	False	False
PH3B0_CH008	1	201067953	202583884	CAD__Anxiety	0	1	False	False	False	False
PH3B0_CH008	1	201067953	202583884	CAD__MDD	0	1	False	False	False	False
PH3B0_CH008	1	201067953	202583884	CAD__PTSD	0	1	False	False	False	False
PH3B0_CH008	1	201067953	202583884	T2D__Anxiety	0	1	False	False	False	False
PH3B0_CH008	1	201067953	202583884	T2D__MDD	0	1	False	False	False	False
PH3B0_CH008	1	201067953	202583884	T2D__PTSD	0	1	False	False	False	False
PH3B0_CH009	2	5568654	6306606	CD__BMI	0	3	False	True	False	False
PH3B0_CH009	2	5568654	6306606	CD__CAD	0	3	False	True	False	False
PH3B0_CH009	2	5568654	6306606	CD__T2D	0	3	False	True	False	False
PH3B0_CH009	2	5568654	6306606	PsA__BMI	0	3	False	True	False	False
PH3B0_CH009	2	5568654	6306606	PsA__CAD	0	3	False	True	False	False
PH3B0_CH009	2	5568654	6306606	PsA__T2D	0	3	False	True	False	False
PH3B0_CH009	2	5568654	6306606	UC__BMI	0	3	False	True	False	False
PH3B0_CH009	2	5568654	6306606	UC__CAD	0	3	False	True	False	False
PH3B0_CH009	2	5568654	6306606	UC__T2D	0	3	False	True	False	False
PH3B0_CH009	2	5568654	6306606	CD__Anxiety	0	3	False	True	False	False
PH3B0_CH009	2	5568654	6306606	CD__MDD	0	3	False	True	False	False
PH3B0_CH009	2	5568654	6306606	CD__PTSD	0	3	False	True	False	False
PH3B0_CH009	2	5568654	6306606	PsA__Anxiety	0	3	False	True	False	False
PH3B0_CH009	2	5568654	6306606	PsA__MDD	0	3	False	True	False	False
PH3B0_CH009	2	5568654	6306606	PsA__PTSD	0	3	False	True	False	False
PH3B0_CH009	2	5568654	6306606	UC__Anxiety	0	3	False	True	False	False
PH3B0_CH009	2	5568654	6306606	UC__MDD	0	3	False	True	False	False
PH3B0_CH009	2	5568654	6306606	UC__PTSD	0	3	False	True	False	False
PH3B0_CH009	2	5568654	6306606	BMI__Anxiety	0	3	False	True	False	False
PH3B0_CH009	2	5568654	6306606	BMI__MDD	1	3	False	True	False	False
PH3B0_CH009	2	5568654	6306606	BMI__PTSD	1	3	False	True	False	False
PH3B0_CH009	2	5568654	6306606	CAD__Anxiety	0	3	False	True	False	False
PH3B0_CH009	2	5568654	6306606	CAD__MDD	1	3	False	True	False	False
PH3B0_CH009	2	5568654	6306606	CAD__PTSD	0	3	False	True	False	False
PH3B0_CH009	2	5568654	6306606	T2D__Anxiety	0	3	False	True	False	False
PH3B0_CH009	2	5568654	6306606	T2D__MDD	0	3	False	True	False	False
PH3B0_CH009	2	5568654	6306606	T2D__PTSD	0	3	False	True	False	False
PH3B0_CH039	2	24669225	25895394	CD__BMI	1	1	False	False	False	False
PH3B0_CH039	2	24669225	25895394	CD__CAD	0	1	False	False	False	False
PH3B0_CH039	2	24669225	25895394	CD__T2D	0	1	False	False	False	False
PH3B0_CH039	2	24669225	25895394	PsA__BMI	0	1	False	False	False	False
PH3B0_CH039	2	24669225	25895394	PsA__CAD	0	1	False	False	False	False
PH3B0_CH039	2	24669225	25895394	PsA__T2D	0	1	False	False	False	False
PH3B0_CH039	2	24669225	25895394	UC__BMI	0	1	False	False	False	False
PH3B0_CH039	2	24669225	25895394	UC__CAD	0	1	False	False	False	False
PH3B0_CH039	2	24669225	25895394	UC__T2D	0	1	False	False	False	False
PH3B0_CH039	2	24669225	25895394	CD__Anxiety	0	1	False	False	False	False
PH3B0_CH039	2	24669225	25895394	CD__MDD	0	1	False	False	False	False
PH3B0_CH039	2	24669225	25895394	CD__PTSD	0	1	False	False	False	False
PH3B0_CH039	2	24669225	25895394	PsA__Anxiety	0	1	False	False	False	False
PH3B0_CH039	2	24669225	25895394	PsA__MDD	0	1	False	False	False	False
PH3B0_CH039	2	24669225	25895394	PsA__PTSD	0	1	False	False	False	False
PH3B0_CH039	2	24669225	25895394	UC__Anxiety	0	1	False	False	False	False
PH3B0_CH039	2	24669225	25895394	UC__MDD	0	1	False	False	False	False
PH3B0_CH039	2	24669225	25895394	UC__PTSD	0	1	False	False	False	False
PH3B0_CH039	2	24669225	25895394	BMI__Anxiety	0	1	False	False	False	False
PH3B0_CH039	2	24669225	25895394	BMI__MDD	0	1	False	False	False	False
PH3B0_CH039	2	24669225	25895394	BMI__PTSD	0	1	False	False	False	False
PH3B0_CH039	2	24669225	25895394	CAD__Anxiety	0	1	False	False	False	False
PH3B0_CH039	2	24669225	25895394	CAD__MDD	0	1	False	False	False	False
PH3B0_CH039	2	24669225	25895394	CAD__PTSD	0	1	False	False	False	False
PH3B0_CH039	2	24669225	25895394	T2D__Anxiety	0	1	False	False	False	False
PH3B0_CH039	2	24669225	25895394	T2D__MDD	0	1	False	False	False	False
PH3B0_CH039	2	24669225	25895394	T2D__PTSD	0	1	False	False	False	False
PH3B0_CH032	2	161432090	163607635	CD__BMI	0	2	False	True	True	False
PH3B0_CH032	2	161432090	163607635	CD__CAD	0	2	False	True	True	False
PH3B0_CH032	2	161432090	163607635	CD__T2D	0	2	False	True	True	False
PH3B0_CH032	2	161432090	163607635	PsA__BMI	0	2	False	True	True	False
PH3B0_CH032	2	161432090	163607635	PsA__CAD	1	2	False	True	True	False
PH3B0_CH032	2	161432090	163607635	PsA__T2D	0	2	False	True	True	False
PH3B0_CH032	2	161432090	163607635	UC__BMI	0	2	False	True	True	False
PH3B0_CH032	2	161432090	163607635	UC__CAD	0	2	False	True	True	False
PH3B0_CH032	2	161432090	163607635	UC__T2D	0	2	False	True	True	False
PH3B0_CH032	2	161432090	163607635	CD__Anxiety	0	2	False	True	True	False
PH3B0_CH032	2	161432090	163607635	CD__MDD	0	2	False	True	True	False
PH3B0_CH032	2	161432090	163607635	CD__PTSD	0	2	False	True	True	False
PH3B0_CH032	2	161432090	163607635	PsA__Anxiety	0	2	False	True	True	False
PH3B0_CH032	2	161432090	163607635	PsA__MDD	0	2	False	True	True	False
PH3B0_CH032	2	161432090	163607635	PsA__PTSD	0	2	False	True	True	False
PH3B0_CH032	2	161432090	163607635	UC__Anxiety	0	2	False	True	True	False
PH3B0_CH032	2	161432090	163607635	UC__MDD	0	2	False	True	True	False
PH3B0_CH032	2	161432090	163607635	UC__PTSD	0	2	False	True	True	False
PH3B0_CH032	2	161432090	163607635	BMI__Anxiety	0	2	False	True	True	False
PH3B0_CH032	2	161432090	163607635	BMI__MDD	0	2	False	True	True	False
PH3B0_CH032	2	161432090	163607635	BMI__PTSD	0	2	False	True	True	False
PH3B0_CH032	2	161432090	163607635	CAD__Anxiety	0	2	False	True	True	False
PH3B0_CH032	2	161432090	163607635	CAD__MDD	1	2	False	True	True	False
PH3B0_CH032	2	161432090	163607635	CAD__PTSD	0	2	False	True	True	False
PH3B0_CH032	2	161432090	163607635	T2D__Anxiety	0	2	False	True	True	False
PH3B0_CH032	2	161432090	163607635	T2D__MDD	0	2	False	True	True	False
PH3B0_CH032	2	161432090	163607635	T2D__PTSD	0	2	False	True	True	False
PH3B0_CH010	3	35913034	36840136	CD__BMI	0	1	False	False	False	False
PH3B0_CH010	3	35913034	36840136	CD__CAD	0	1	False	False	False	False
PH3B0_CH010	3	35913034	36840136	CD__T2D	0	1	False	False	False	False
PH3B0_CH010	3	35913034	36840136	PsA__BMI	0	1	False	False	False	False
PH3B0_CH010	3	35913034	36840136	PsA__CAD	0	1	False	False	False	False
PH3B0_CH010	3	35913034	36840136	PsA__T2D	0	1	False	False	False	False
PH3B0_CH010	3	35913034	36840136	UC__BMI	0	1	False	False	False	False
PH3B0_CH010	3	35913034	36840136	UC__CAD	0	1	False	False	False	False
PH3B0_CH010	3	35913034	36840136	UC__T2D	0	1	False	False	False	False
PH3B0_CH010	3	35913034	36840136	CD__Anxiety	0	1	False	False	False	False
PH3B0_CH010	3	35913034	36840136	CD__MDD	0	1	False	False	False	False
PH3B0_CH010	3	35913034	36840136	CD__PTSD	0	1	False	False	False	False
PH3B0_CH010	3	35913034	36840136	PsA__Anxiety	0	1	False	False	False	False
PH3B0_CH010	3	35913034	36840136	PsA__MDD	0	1	False	False	False	False
PH3B0_CH010	3	35913034	36840136	PsA__PTSD	0	1	False	False	False	False
PH3B0_CH010	3	35913034	36840136	UC__Anxiety	0	1	False	False	False	False
PH3B0_CH010	3	35913034	36840136	UC__MDD	0	1	False	False	False	False
PH3B0_CH010	3	35913034	36840136	UC__PTSD	0	1	False	False	False	False
PH3B0_CH010	3	35913034	36840136	BMI__Anxiety	0	1	False	False	False	False
PH3B0_CH010	3	35913034	36840136	BMI__MDD	1	1	False	False	False	False
